Transaction ID,Customer ID,Product ID,Employee ID,Region ID,Quantity Sold,Discount,Order Date,Price,Total Sales
15677,455,29,73,3,3,0.08,2024-10-15 04:00:00,322.28,889.49
15678,996,1,99,3,11,0.04,2024-10-15 05:00:00,329.11,3475.4
15679,624,35,79,5,4,0.13,2024-10-15 06:00:00,158.42,551.3
15680,407,13,30,1,19,0.02,2024-10-15 07:00:00,307.99,5734.77
15681,286,6,54,3,17,0.19,2024-10-15 08:00:00,313.8,4321.03
15682,864,20,68,3,10,0.21,2024-10-15 09:00:00,176.94,1397.83
15683,747,10,16,1,3,0.11,2024-10-15 10:00:00,402.58,1074.89
15684,15,17,35,1,5,0.13,2024-10-15 11:00:00,165.9,721.66
15685,112,1,16,1,10,0.01,2024-10-15 12:00:00,329.11,3258.19
15686,226,47,39,2,11,0.28,2024-10-15 13:00:00,489.29,3875.18
15687,870,2,44,4,9,0.26,2024-10-15 14:00:00,185.03,1232.3
15688,890,3,99,2,1,0.29,2024-10-15 15:00:00,184.26,130.82
15689,326,25,79,4,4,0.16,2024-10-15 16:00:00,159.53,536.02
15690,92,38,4,4,7,0.25,2024-10-15 17:00:00,312.42,1640.2
15691,692,50,10,3,2,0.24,2024-10-15 18:00:00,185.38,281.78
15692,610,5,76,4,16,0.22,2024-10-15 19:00:00,136.62,1705.02
15693,614,13,93,3,3,0.29,2024-10-15 20:00:00,307.99,656.02
15694,229,37,19,3,4,0.04,2024-10-15 21:00:00,355.87,1366.54
15695,842,11,38,4,14,0.04,2024-10-15 22:00:00,223.35,3001.82
15696,869,50,77,5,17,0.25,2024-10-15 23:00:00,185.38,2363.6
15697,131,23,83,2,11,0.05,2024-10-16 00:00:00,387.26,4046.87
15698,434,11,97,5,1,0.05,2024-10-16 01:00:00,223.35,212.18
15699,353,28,36,5,10,0.16,2024-10-16 02:00:00,382.85,3215.94
15700,946,10,54,1,14,0.0,2024-10-16 03:00:00,402.58,5636.12
15701,116,11,99,2,1,0.03,2024-10-16 04:00:00,223.35,216.65
15702,82,30,62,4,9,0.19,2024-10-16 05:00:00,63.04,459.56
15703,832,30,92,5,10,0.13,2024-10-16 06:00:00,63.04,548.45
15704,39,40,64,5,12,0.25,2024-10-16 07:00:00,341.62,3074.58
15705,78,44,68,2,9,0.14,2024-10-16 08:00:00,168.57,1304.73
15706,467,21,2,5,15,0.05,2024-10-16 09:00:00,383.66,5467.16
15707,334,18,47,3,17,0.29,2024-10-16 10:00:00,160.21,1933.73
15708,491,48,11,1,15,0.13,2024-10-16 11:00:00,451.86,5896.77
15709,66,41,86,1,2,0.01,2024-10-16 12:00:00,211.44,418.65
15710,692,39,93,2,10,0.14,2024-10-16 13:00:00,462.54,3977.84
15711,353,44,32,2,17,0.12,2024-10-16 14:00:00,168.57,2521.81
15712,735,32,6,1,12,0.08,2024-10-16 15:00:00,213.36,2355.49
15713,575,16,61,4,2,0.26,2024-10-16 16:00:00,35.93,53.18
15714,838,44,77,5,5,0.15,2024-10-16 17:00:00,168.57,716.42
15715,766,9,93,5,7,0.01,2024-10-16 18:00:00,409.39,2837.07
15716,394,21,44,2,4,0.29,2024-10-16 19:00:00,383.66,1089.59
15717,313,32,38,1,18,0.27,2024-10-16 20:00:00,213.36,2803.55
15718,147,34,23,3,11,0.0,2024-10-16 21:00:00,146.75,1614.25
15719,588,4,56,5,19,0.06,2024-10-16 22:00:00,152.04,2715.43
15720,605,25,96,4,7,0.28,2024-10-16 23:00:00,159.53,804.03
15721,216,29,32,2,6,0.14,2024-10-17 00:00:00,322.28,1662.96
15722,870,13,19,3,5,0.17,2024-10-17 01:00:00,307.99,1278.16
15723,895,18,73,3,18,0.17,2024-10-17 02:00:00,160.21,2393.54
15724,984,7,21,3,12,0.26,2024-10-17 03:00:00,279.15,2478.85
15725,187,7,5,1,12,0.06,2024-10-17 04:00:00,279.15,3148.81
15726,99,2,53,3,8,0.21,2024-10-17 05:00:00,185.03,1169.39
15727,185,45,42,3,6,0.2,2024-10-17 06:00:00,216.82,1040.74
15728,360,2,60,2,2,0.14,2024-10-17 07:00:00,185.03,318.25
15729,784,8,92,4,8,0.09,2024-10-17 08:00:00,285.26,2076.69
15730,584,9,75,5,7,0.2,2024-10-17 09:00:00,409.39,2292.58
15731,748,26,3,4,10,0.21,2024-10-17 10:00:00,277.17,2189.64
15732,345,49,99,2,7,0.07,2024-10-17 11:00:00,241.31,1570.93
15733,26,20,83,2,13,0.1,2024-10-17 12:00:00,176.94,2070.2
15734,994,23,88,4,12,0.14,2024-10-17 13:00:00,387.26,3996.52
15735,990,48,20,5,16,0.23,2024-10-17 14:00:00,451.86,5566.92
15736,277,8,76,5,17,0.04,2024-10-17 15:00:00,285.26,4655.44
15737,523,1,47,4,17,0.24,2024-10-17 16:00:00,329.11,4252.1
15738,421,39,41,4,16,0.0,2024-10-17 17:00:00,462.54,7400.64
15739,754,31,78,2,17,0.01,2024-10-17 18:00:00,290.56,4890.12
15740,264,1,28,5,7,0.07,2024-10-17 19:00:00,329.11,2142.51
15741,666,27,100,3,10,0.19,2024-10-17 20:00:00,351.26,2845.21
15742,407,47,92,1,18,0.26,2024-10-17 21:00:00,489.29,6517.34
15743,348,21,45,3,13,0.23,2024-10-17 22:00:00,383.66,3840.44
15744,631,41,20,3,9,0.27,2024-10-17 23:00:00,211.44,1389.16
15745,174,26,98,2,3,0.14,2024-10-18 00:00:00,277.17,715.1
15746,338,3,67,4,13,0.26,2024-10-18 01:00:00,184.26,1772.58
15747,750,20,92,2,7,0.09,2024-10-18 02:00:00,176.94,1127.11
15748,153,32,53,1,8,0.07,2024-10-18 03:00:00,213.36,1587.4
15749,136,8,27,2,15,0.09,2024-10-18 04:00:00,285.26,3893.8
15750,51,23,92,4,19,0.24,2024-10-18 05:00:00,387.26,5592.03
15751,121,37,80,5,3,0.04,2024-10-18 06:00:00,355.87,1024.91
15752,817,35,60,5,4,0.1,2024-10-18 07:00:00,158.42,570.31
15753,221,4,49,5,1,0.21,2024-10-18 08:00:00,152.04,120.11
15754,177,7,98,1,19,0.1,2024-10-18 09:00:00,279.15,4773.46
15755,151,24,99,4,16,0.15,2024-10-18 10:00:00,398.82,5423.95
15756,928,25,33,4,8,0.21,2024-10-18 11:00:00,159.53,1008.23
15757,284,46,3,1,15,0.2,2024-10-18 12:00:00,301.92,3623.04
15758,492,14,41,4,6,0.13,2024-10-18 13:00:00,317.01,1654.79
15759,2,27,98,3,9,0.16,2024-10-18 14:00:00,351.26,2655.53
15760,51,30,85,2,13,0.2,2024-10-18 15:00:00,63.04,655.62
15761,666,4,19,3,5,0.16,2024-10-18 16:00:00,152.04,638.57
15762,815,6,25,4,5,0.13,2024-10-18 17:00:00,313.8,1365.03
15763,797,40,39,2,16,0.09,2024-10-18 18:00:00,341.62,4973.99
15764,502,40,34,1,16,0.17,2024-10-18 19:00:00,341.62,4536.71
15765,882,28,87,3,4,0.07,2024-10-18 20:00:00,382.85,1424.2
15766,175,15,44,3,10,0.08,2024-10-18 21:00:00,60.03,552.28
15767,832,35,20,2,13,0.09,2024-10-18 22:00:00,158.42,1874.11
15768,661,20,86,1,8,0.24,2024-10-18 23:00:00,176.94,1075.8
15769,349,7,17,1,1,0.01,2024-10-19 00:00:00,279.15,276.36
15770,262,22,93,3,3,0.28,2024-10-19 01:00:00,211.47,456.78
15771,836,3,38,1,8,0.28,2024-10-19 02:00:00,184.26,1061.34
15772,380,26,53,1,11,0.25,2024-10-19 03:00:00,277.17,2286.65
15773,68,34,66,5,13,0.12,2024-10-19 04:00:00,146.75,1678.82
15774,679,18,89,5,12,0.01,2024-10-19 05:00:00,160.21,1903.29
15775,647,16,65,2,17,0.23,2024-10-19 06:00:00,35.93,470.32
15776,126,22,11,2,12,0.13,2024-10-19 07:00:00,211.47,2207.75
15777,794,9,67,3,9,0.21,2024-10-19 08:00:00,409.39,2910.76
15778,805,42,12,1,14,0.13,2024-10-19 09:00:00,188.45,2295.32
15779,679,24,88,5,5,0.1,2024-10-19 10:00:00,398.82,1794.69
15780,706,8,93,1,10,0.1,2024-10-19 11:00:00,285.26,2567.34
15781,462,3,38,2,10,0.16,2024-10-19 12:00:00,184.26,1547.78
15782,408,48,50,4,7,0.22,2024-10-19 13:00:00,451.86,2467.16
15783,143,9,16,4,11,0.09,2024-10-19 14:00:00,409.39,4097.99
15784,832,30,18,1,13,0.25,2024-10-19 15:00:00,63.04,614.64
15785,569,33,39,5,5,0.2,2024-10-19 16:00:00,213.71,854.84
15786,963,23,44,3,9,0.27,2024-10-19 17:00:00,387.26,2544.3
15787,767,4,2,1,19,0.17,2024-10-19 18:00:00,152.04,2397.67
15788,1,42,97,2,10,0.01,2024-10-19 19:00:00,188.45,1865.66
15789,315,36,38,5,18,0.23,2024-10-19 20:00:00,387.14,5365.76
15790,385,16,66,5,5,0.12,2024-10-19 21:00:00,35.93,158.09
15791,902,15,51,3,2,0.08,2024-10-19 22:00:00,60.03,110.46
15792,509,27,66,4,17,0.08,2024-10-19 23:00:00,351.26,5493.71
15793,479,39,92,1,3,0.11,2024-10-20 00:00:00,462.54,1234.98
15794,423,4,8,3,3,0.06,2024-10-20 01:00:00,152.04,428.75
15795,561,38,86,3,6,0.12,2024-10-20 02:00:00,312.42,1649.58
15796,539,30,79,5,18,0.1,2024-10-20 03:00:00,63.04,1021.25
15797,145,10,28,5,12,0.22,2024-10-20 04:00:00,402.58,3768.15
15798,778,41,62,3,14,0.26,2024-10-20 05:00:00,211.44,2190.52
15799,888,14,78,4,14,0.06,2024-10-20 06:00:00,317.01,4171.85
15800,638,24,55,4,13,0.13,2024-10-20 07:00:00,398.82,4510.65
15801,368,31,36,1,5,0.08,2024-10-20 08:00:00,290.56,1336.58
15802,743,45,31,5,8,0.14,2024-10-20 09:00:00,216.82,1491.72
15803,799,49,85,3,5,0.04,2024-10-20 10:00:00,241.31,1158.29
15804,637,49,24,4,18,0.08,2024-10-20 11:00:00,241.31,3996.09
15805,758,20,99,2,5,0.17,2024-10-20 12:00:00,176.94,734.3
15806,809,17,65,3,19,0.2,2024-10-20 13:00:00,165.9,2521.68
15807,254,43,87,5,5,0.2,2024-10-20 14:00:00,427.02,1708.08
15808,781,12,4,4,18,0.02,2024-10-20 15:00:00,363.21,6407.02
15809,213,43,3,1,4,0.24,2024-10-20 16:00:00,427.02,1298.14
15810,954,18,88,4,10,0.13,2024-10-20 17:00:00,160.21,1393.83
15811,242,49,4,5,10,0.29,2024-10-20 18:00:00,241.31,1713.3
15812,539,36,48,1,19,0.19,2024-10-20 19:00:00,387.14,5958.08
15813,390,3,67,3,18,0.13,2024-10-20 20:00:00,184.26,2885.51
15814,485,48,3,4,19,0.06,2024-10-20 21:00:00,451.86,8070.22
15815,103,41,14,2,14,0.07,2024-10-20 22:00:00,211.44,2752.95
15816,299,47,81,3,13,0.07,2024-10-20 23:00:00,489.29,5915.52
15817,857,42,75,3,10,0.15,2024-10-21 00:00:00,188.45,1601.82
15818,298,9,90,2,16,0.03,2024-10-21 01:00:00,409.39,6353.73
15819,941,23,59,2,4,0.1,2024-10-21 02:00:00,387.26,1394.14
15820,51,17,79,3,2,0.11,2024-10-21 03:00:00,165.9,295.3
15821,776,7,96,5,8,0.17,2024-10-21 04:00:00,279.15,1853.56
15822,517,7,62,2,5,0.21,2024-10-21 05:00:00,279.15,1102.64
15823,382,28,12,3,6,0.16,2024-10-21 06:00:00,382.85,1929.56
15824,467,5,1,4,11,0.17,2024-10-21 07:00:00,136.62,1247.34
15825,486,8,68,3,12,0.03,2024-10-21 08:00:00,285.26,3320.43
15826,848,10,42,2,1,0.12,2024-10-21 09:00:00,402.58,354.27
15827,770,15,66,3,12,0.25,2024-10-21 10:00:00,60.03,540.27
15828,464,19,6,5,19,0.12,2024-10-21 11:00:00,88.61,1481.56
15829,827,40,66,2,19,0.21,2024-10-21 12:00:00,341.62,5127.72
15830,963,33,80,1,5,0.1,2024-10-21 13:00:00,213.71,961.7
15831,88,33,21,5,12,0.28,2024-10-21 14:00:00,213.71,1846.45
15832,68,8,44,2,1,0.09,2024-10-21 15:00:00,285.26,259.59
15833,237,3,81,2,15,0.03,2024-10-21 16:00:00,184.26,2680.98
15834,816,31,5,1,9,0.08,2024-10-21 17:00:00,290.56,2405.84
15835,558,15,98,2,6,0.02,2024-10-21 18:00:00,60.03,352.98
15836,746,32,94,1,9,0.0,2024-10-21 19:00:00,213.36,1920.24
15837,760,13,66,3,5,0.08,2024-10-21 20:00:00,307.99,1416.75
15838,272,30,21,5,11,0.16,2024-10-21 21:00:00,63.04,582.49
15839,210,8,90,1,18,0.16,2024-10-21 22:00:00,285.26,4313.13
15840,119,9,37,3,18,0.08,2024-10-21 23:00:00,409.39,6779.5
15841,425,41,74,3,14,0.06,2024-10-22 00:00:00,211.44,2782.55
15842,948,5,80,4,4,0.28,2024-10-22 01:00:00,136.62,393.47
15843,115,20,24,3,19,0.05,2024-10-22 02:00:00,176.94,3193.77
15844,30,35,21,2,6,0.09,2024-10-22 03:00:00,158.42,864.97
15845,163,47,80,2,13,0.22,2024-10-22 04:00:00,489.29,4961.4
15846,891,17,31,1,16,0.16,2024-10-22 05:00:00,165.9,2229.7
15847,933,6,52,4,2,0.28,2024-10-22 06:00:00,313.8,451.87
15848,770,8,20,1,12,0.07,2024-10-22 07:00:00,285.26,3183.5
15849,744,18,7,1,9,0.26,2024-10-22 08:00:00,160.21,1067.0
15850,447,13,48,3,2,0.0,2024-10-22 09:00:00,307.99,615.98
15851,281,21,40,5,9,0.09,2024-10-22 10:00:00,383.66,3142.18
15852,890,3,21,5,16,0.1,2024-10-22 11:00:00,184.26,2653.34
15853,140,19,42,4,17,0.17,2024-10-22 12:00:00,88.61,1250.29
15854,856,9,91,5,2,0.21,2024-10-22 13:00:00,409.39,646.84
15855,791,29,91,1,13,0.18,2024-10-22 14:00:00,322.28,3435.5
15856,895,23,58,1,5,0.21,2024-10-22 15:00:00,387.26,1529.68
15857,54,17,80,4,5,0.11,2024-10-22 16:00:00,165.9,738.26
15858,568,43,29,1,12,0.19,2024-10-22 17:00:00,427.02,4150.63
15859,382,33,38,3,9,0.01,2024-10-22 18:00:00,213.71,1904.16
15860,198,3,55,4,18,0.2,2024-10-22 19:00:00,184.26,2653.34
15861,80,7,3,3,10,0.23,2024-10-22 20:00:00,279.15,2149.46
15862,440,4,46,5,16,0.16,2024-10-22 21:00:00,152.04,2043.42
15863,314,30,56,3,15,0.16,2024-10-22 22:00:00,63.04,794.3
15864,916,10,60,2,6,0.16,2024-10-22 23:00:00,402.58,2029.0
15865,176,22,26,4,8,0.17,2024-10-23 00:00:00,211.47,1404.16
15866,334,44,68,5,19,0.01,2024-10-23 01:00:00,168.57,3170.8
15867,255,47,50,4,14,0.01,2024-10-23 02:00:00,489.29,6781.56
15868,516,5,92,4,1,0.1,2024-10-23 03:00:00,136.62,122.96
15869,569,19,72,3,4,0.2,2024-10-23 04:00:00,88.61,283.55
15870,454,25,74,2,8,0.15,2024-10-23 05:00:00,159.53,1084.8
15871,676,20,58,3,10,0.3,2024-10-23 06:00:00,176.94,1238.58
15872,848,23,87,4,14,0.2,2024-10-23 07:00:00,387.26,4337.31
15873,806,38,99,2,7,0.11,2024-10-23 08:00:00,312.42,1946.38
15874,672,44,83,1,3,0.25,2024-10-23 09:00:00,168.57,379.28
15875,84,48,68,3,13,0.23,2024-10-23 10:00:00,451.86,4523.12
15876,866,1,27,5,14,0.3,2024-10-23 11:00:00,329.11,3225.28
15877,528,42,64,2,12,0.15,2024-10-23 12:00:00,188.45,1922.19
15878,431,18,40,4,16,0.2,2024-10-23 13:00:00,160.21,2050.69
15879,301,21,24,1,7,0.1,2024-10-23 14:00:00,383.66,2417.06
15880,792,48,67,5,14,0.2,2024-10-23 15:00:00,451.86,5060.83
15881,385,26,84,2,4,0.24,2024-10-23 16:00:00,277.17,842.6
15882,213,42,24,3,9,0.24,2024-10-23 17:00:00,188.45,1289.0
15883,446,29,1,5,11,0.19,2024-10-23 18:00:00,322.28,2871.51
15884,853,42,17,4,17,0.08,2024-10-23 19:00:00,188.45,2947.36
15885,297,50,91,3,14,0.26,2024-10-23 20:00:00,185.38,1920.54
15886,46,36,27,2,8,0.17,2024-10-23 21:00:00,387.14,2570.61
15887,720,23,100,4,6,0.23,2024-10-23 22:00:00,387.26,1789.14
15888,20,43,6,1,17,0.19,2024-10-23 23:00:00,427.02,5880.07
15889,945,11,43,5,9,0.17,2024-10-24 00:00:00,223.35,1668.42
15890,638,47,8,3,5,0.1,2024-10-24 01:00:00,489.29,2201.81
15891,14,25,53,4,8,0.19,2024-10-24 02:00:00,159.53,1033.75
15892,734,41,67,1,5,0.07,2024-10-24 03:00:00,211.44,983.2
15893,906,33,77,4,13,0.03,2024-10-24 04:00:00,213.71,2694.88
15894,102,19,30,1,3,0.2,2024-10-24 05:00:00,88.61,212.66
15895,642,34,14,2,14,0.25,2024-10-24 06:00:00,146.75,1540.88
15896,564,42,21,4,13,0.27,2024-10-24 07:00:00,188.45,1788.39
15897,345,3,91,1,14,0.19,2024-10-24 08:00:00,184.26,2089.51
15898,868,29,84,2,8,0.23,2024-10-24 09:00:00,322.28,1985.24
15899,161,3,100,4,2,0.27,2024-10-24 10:00:00,184.26,269.02
15900,127,42,83,5,11,0.27,2024-10-24 11:00:00,188.45,1513.25
15901,440,27,53,2,11,0.19,2024-10-24 12:00:00,351.26,3129.73
15902,210,6,27,4,8,0.09,2024-10-24 13:00:00,313.8,2284.46
15903,878,28,63,1,4,0.08,2024-10-24 14:00:00,382.85,1408.89
15904,183,13,9,2,6,0.01,2024-10-24 15:00:00,307.99,1829.46
15905,660,34,23,1,3,0.04,2024-10-24 16:00:00,146.75,422.64
15906,660,10,1,5,15,0.08,2024-10-24 17:00:00,402.58,5555.6
15907,878,36,71,5,18,0.01,2024-10-24 18:00:00,387.14,6898.83
15908,23,6,78,1,16,0.1,2024-10-24 19:00:00,313.8,4518.72
15909,935,11,89,3,2,0.23,2024-10-24 20:00:00,223.35,343.96
15910,36,47,34,2,1,0.05,2024-10-24 21:00:00,489.29,464.83
15911,619,45,18,2,5,0.0,2024-10-24 22:00:00,216.82,1084.1
15912,305,49,53,2,9,0.19,2024-10-24 23:00:00,241.31,1759.15
15913,909,45,48,2,14,0.28,2024-10-25 00:00:00,216.82,2185.55
15914,659,48,91,1,7,0.29,2024-10-25 01:00:00,451.86,2245.74
15915,938,48,46,1,11,0.09,2024-10-25 02:00:00,451.86,4523.12
15916,712,40,34,3,1,0.15,2024-10-25 03:00:00,341.62,290.38
15917,456,32,23,5,17,0.26,2024-10-25 04:00:00,213.36,2684.07
15918,919,3,93,2,8,0.06,2024-10-25 05:00:00,184.26,1385.64
15919,543,38,58,1,1,0.06,2024-10-25 06:00:00,312.42,293.67
15920,772,5,58,5,6,0.06,2024-10-25 07:00:00,136.62,770.54
15921,73,37,89,1,15,0.2,2024-10-25 08:00:00,355.87,4270.44
15922,425,38,26,5,9,0.08,2024-10-25 09:00:00,312.42,2586.84
15923,732,35,91,2,4,0.01,2024-10-25 10:00:00,158.42,627.34
15924,916,44,56,2,7,0.19,2024-10-25 11:00:00,168.57,955.79
15925,389,35,15,1,6,0.14,2024-10-25 12:00:00,158.42,817.45
15926,727,5,50,5,4,0.26,2024-10-25 13:00:00,136.62,404.4
15927,757,20,90,4,8,0.27,2024-10-25 14:00:00,176.94,1033.33
15928,177,50,76,5,7,0.27,2024-10-25 15:00:00,185.38,947.29
15929,486,29,17,3,6,0.25,2024-10-25 16:00:00,322.28,1450.26
15930,247,43,30,3,5,0.03,2024-10-25 17:00:00,427.02,2071.05
15931,759,25,6,5,17,0.2,2024-10-25 18:00:00,159.53,2169.61
15932,801,23,13,3,19,0.27,2024-10-25 19:00:00,387.26,5371.3
15933,318,33,75,5,2,0.09,2024-10-25 20:00:00,213.71,388.95
15934,695,40,71,4,4,0.25,2024-10-25 21:00:00,341.62,1024.86
15935,642,12,88,2,18,0.29,2024-10-25 22:00:00,363.21,4641.82
15936,233,21,9,1,9,0.1,2024-10-25 23:00:00,383.66,3107.65
15937,413,12,18,5,17,0.01,2024-10-26 00:00:00,363.21,6112.82
15938,547,28,88,4,5,0.13,2024-10-26 01:00:00,382.85,1665.4
15939,217,8,82,3,1,0.16,2024-10-26 02:00:00,285.26,239.62
15940,20,7,100,1,3,0.16,2024-10-26 03:00:00,279.15,703.46
15941,891,28,17,5,13,0.09,2024-10-26 04:00:00,382.85,4529.12
15942,833,22,87,5,17,0.27,2024-10-26 05:00:00,211.47,2624.34
15943,744,40,79,5,9,0.16,2024-10-26 06:00:00,341.62,2582.65
15944,906,21,14,4,17,0.13,2024-10-26 07:00:00,383.66,5674.33
15945,279,30,91,4,6,0.27,2024-10-26 08:00:00,63.04,276.12
15946,924,25,88,5,7,0.2,2024-10-26 09:00:00,159.53,893.37
15947,187,49,14,2,9,0.2,2024-10-26 10:00:00,241.31,1737.43
15948,836,12,58,2,10,0.12,2024-10-26 11:00:00,363.21,3196.25
15949,325,43,76,1,7,0.25,2024-10-26 12:00:00,427.02,2241.86
15950,970,2,53,1,5,0.1,2024-10-26 13:00:00,185.03,832.64
15951,713,5,18,1,5,0.0,2024-10-26 14:00:00,136.62,683.1
15952,65,30,60,2,6,0.19,2024-10-26 15:00:00,63.04,306.37
15953,539,21,68,1,7,0.28,2024-10-26 16:00:00,383.66,1933.65
15954,669,23,71,5,17,0.02,2024-10-26 17:00:00,387.26,6451.75
15955,940,4,12,2,10,0.13,2024-10-26 18:00:00,152.04,1322.75
15956,756,9,99,3,17,0.02,2024-10-26 19:00:00,409.39,6820.44
15957,663,47,99,5,4,0.17,2024-10-26 20:00:00,489.29,1624.44
15958,851,10,49,4,16,0.14,2024-10-26 21:00:00,402.58,5539.5
15959,885,17,28,4,11,0.11,2024-10-26 22:00:00,165.9,1624.16
15960,694,11,89,4,3,0.04,2024-10-26 23:00:00,223.35,643.25
15961,320,11,17,3,7,0.12,2024-10-27 00:00:00,223.35,1375.84
15962,340,16,41,1,13,0.24,2024-10-27 01:00:00,35.93,354.99
15963,124,34,30,5,6,0.29,2024-10-27 02:00:00,146.75,625.16
15964,284,44,11,5,15,0.05,2024-10-27 03:00:00,168.57,2402.12
15965,330,39,62,4,7,0.04,2024-10-27 04:00:00,462.54,3108.27
15966,840,18,18,5,16,0.11,2024-10-27 05:00:00,160.21,2281.39
15967,508,22,44,2,7,0.04,2024-10-27 06:00:00,211.47,1421.08
15968,634,46,54,1,11,0.18,2024-10-27 07:00:00,301.92,2723.32
15969,616,46,7,1,1,0.16,2024-10-27 08:00:00,301.92,253.61
15970,785,47,93,5,11,0.09,2024-10-27 09:00:00,489.29,4897.79
15971,685,3,7,3,5,0.03,2024-10-27 10:00:00,184.26,893.66
15972,154,18,38,4,8,0.16,2024-10-27 11:00:00,160.21,1076.61
15973,851,8,30,4,9,0.29,2024-10-27 12:00:00,285.26,1822.81
15974,257,47,86,2,18,0.02,2024-10-27 13:00:00,489.29,8631.08
15975,280,15,16,4,5,0.04,2024-10-27 14:00:00,60.03,288.14
15976,296,8,66,1,11,0.16,2024-10-27 15:00:00,285.26,2635.8
15977,775,19,8,3,9,0.19,2024-10-27 16:00:00,88.61,645.97
15978,293,13,13,4,16,0.08,2024-10-27 17:00:00,307.99,4533.61
15979,311,24,68,2,13,0.2,2024-10-27 18:00:00,398.82,4147.73
15980,279,27,20,4,7,0.04,2024-10-27 19:00:00,351.26,2360.47
15981,605,33,21,4,12,0.09,2024-10-27 20:00:00,213.71,2333.71
15982,698,3,79,4,9,0.04,2024-10-27 21:00:00,184.26,1592.01
15983,216,34,28,1,15,0.03,2024-10-27 22:00:00,146.75,2135.21
15984,844,26,44,2,1,0.2,2024-10-27 23:00:00,277.17,221.74
15985,840,16,47,1,9,0.14,2024-10-28 00:00:00,35.93,278.1
15986,455,23,14,2,12,0.1,2024-10-28 01:00:00,387.26,4182.41
15987,573,20,36,2,7,0.2,2024-10-28 02:00:00,176.94,990.86
15988,684,41,73,1,4,0.13,2024-10-28 03:00:00,211.44,735.81
15989,669,23,81,3,4,0.22,2024-10-28 04:00:00,387.26,1208.25
15990,71,37,4,4,12,0.11,2024-10-28 05:00:00,355.87,3800.69
15991,711,4,50,4,5,0.13,2024-10-28 06:00:00,152.04,661.37
15992,914,9,33,5,5,0.2,2024-10-28 07:00:00,409.39,1637.56
15993,918,30,56,5,9,0.19,2024-10-28 08:00:00,63.04,459.56
15994,706,38,25,1,16,0.15,2024-10-28 09:00:00,312.42,4248.91
15995,787,16,61,5,7,0.01,2024-10-28 10:00:00,35.93,248.99
15996,825,29,32,3,19,0.17,2024-10-28 11:00:00,322.28,5082.36
15997,325,15,55,3,10,0.05,2024-10-28 12:00:00,60.03,570.28
15998,294,14,44,3,1,0.3,2024-10-28 13:00:00,317.01,221.91
15999,123,28,26,1,15,0.26,2024-10-28 14:00:00,382.85,4249.64
16000,280,32,32,1,9,0.0,2024-10-28 15:00:00,213.36,1920.24
16001,346,50,55,3,4,0.06,2024-10-28 16:00:00,185.38,697.03
16002,993,30,75,5,18,0.16,2024-10-28 17:00:00,63.04,953.16
16003,554,23,92,2,1,0.3,2024-10-28 18:00:00,387.26,271.08
16004,589,24,67,5,9,0.01,2024-10-28 19:00:00,398.82,3553.49
16005,618,5,30,1,16,0.05,2024-10-28 20:00:00,136.62,2076.62
16006,350,39,46,5,8,0.12,2024-10-28 21:00:00,462.54,3256.28
16007,623,38,95,2,1,0.27,2024-10-28 22:00:00,312.42,228.07
16008,295,19,17,5,19,0.11,2024-10-28 23:00:00,88.61,1498.4
16009,346,18,40,5,7,0.02,2024-10-29 00:00:00,160.21,1099.04
16010,878,36,4,2,16,0.01,2024-10-29 01:00:00,387.14,6132.3
16011,403,41,59,4,7,0.05,2024-10-29 02:00:00,211.44,1406.08
16012,67,50,13,3,15,0.2,2024-10-29 03:00:00,185.38,2224.56
16013,737,4,86,1,5,0.04,2024-10-29 04:00:00,152.04,729.79
16014,973,33,36,5,1,0.04,2024-10-29 05:00:00,213.71,205.16
16015,459,46,72,4,19,0.22,2024-10-29 06:00:00,301.92,4474.45
16016,234,28,77,1,4,0.06,2024-10-29 07:00:00,382.85,1439.52
16017,35,6,3,1,2,0.25,2024-10-29 08:00:00,313.8,470.7
16018,347,33,9,2,14,0.09,2024-10-29 09:00:00,213.71,2722.67
16019,803,7,33,4,4,0.12,2024-10-29 10:00:00,279.15,982.61
16020,653,6,16,5,8,0.21,2024-10-29 11:00:00,313.8,1983.22
16021,47,11,62,3,1,0.06,2024-10-29 12:00:00,223.35,209.95
16022,65,6,18,3,5,0.09,2024-10-29 13:00:00,313.8,1427.79
16023,935,46,35,5,17,0.13,2024-10-29 14:00:00,301.92,4465.4
16024,401,10,70,4,10,0.23,2024-10-29 15:00:00,402.58,3099.87
16025,106,34,90,1,18,0.04,2024-10-29 16:00:00,146.75,2535.84
16026,67,32,18,4,19,0.16,2024-10-29 17:00:00,213.36,3405.23
16027,577,6,48,5,8,0.05,2024-10-29 18:00:00,313.8,2384.88
16028,924,26,96,2,2,0.05,2024-10-29 19:00:00,277.17,526.62
16029,366,37,2,2,18,0.25,2024-10-29 20:00:00,355.87,4804.24
16030,813,18,31,2,8,0.25,2024-10-29 21:00:00,160.21,961.26
16031,609,39,33,3,12,0.07,2024-10-29 22:00:00,462.54,5161.95
16032,342,33,67,3,17,0.15,2024-10-29 23:00:00,213.71,3088.11
16033,175,16,28,5,1,0.24,2024-10-30 00:00:00,35.93,27.31
16034,617,49,91,3,16,0.12,2024-10-30 01:00:00,241.31,3397.64
16035,943,9,36,1,9,0.1,2024-10-30 02:00:00,409.39,3316.06
16036,164,41,55,1,13,0.06,2024-10-30 03:00:00,211.44,2583.8
